2018-07-26 21:20:59,752 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; 498; Parsing inputs
2018-07-26 21:21:06,255 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; 810; Processing edge - 177
2018-07-26 21:21:06,265 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; 832; extentToEntity - True
2018-07-26 21:21:06,274 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py.dbutils ; DEBUG ; 98; edge 163 added to adjacent edge list
2018-07-26 21:21:06,284 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py.dbutils ; DEBUG ; 98; edge 178 added to adjacent edge list
2018-07-26 21:21:06,294 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; 855; centrePoint = (53.80482137475108,3.49885,-10.456193596973272)
2018-07-26 21:21:06,303 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; 885; extentToEntity before setPositionByPlaneAndOffsets - True
2018-07-26 21:21:06,313 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; 887; extentToEntity after setPositionByPlaneAndOffsets - True
2018-07-26 21:21:06,322 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; INFO ; 889; hole added to list - (53.80482137475108,3.49885,-10.456193596973272)
2018-07-26 21:21:06,437 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; 810; Processing edge - 205
2018-07-26 21:21:06,450 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; 813; Revalidating face
2018-07-26 21:21:06,460 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; 832; extentToEntity - True
2018-07-26 21:21:06,470 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py.dbutils ; DEBUG ; 98; edge 178 added to adjacent edge list
2018-07-26 21:21:06,480 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py.dbutils ; DEBUG ; 98; edge 179 added to adjacent edge list
2018-07-26 21:21:06,490 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; 855; centrePoint = (53.80482137475108,3.49885,-9.000206403026729)
2018-07-26 21:21:06,500 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; 885; extentToEntity before setPositionByPlaneAndOffsets - True
2018-07-26 21:21:06,509 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; 887; extentToEntity after setPositionByPlaneAndOffsets - True
2018-07-26 21:21:06,519 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; INFO ; 889; hole added to list - (53.80482137475108,3.49885,-9.000206403026729)
2018-07-26 21:21:06,833 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; INFO ; 609; all dogbones complete
-------------------------------------------

AppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; extentToEntity after setPositionByPlaneAndOffsets - True
2018-07-26 21:21:05,956 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; INFO ; hole added to list - (34.52212640302673,3.49885,-9.000206403026729)
2018-07-26 21:21:06,245 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; Processing Face = 50
2018-07-26 21:21:06,255 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; Processing edge - 177
2018-07-26 21:21:06,265 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; extentToEntity - True
2018-07-26 21:21:06,274 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py.dbutils ; DEBUG ; edge 163 added to adjacent edge list
2018-07-26 21:21:06,284 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py.dbutils ; DEBUG ; edge 178 added to adjacent edge list
2018-07-26 21:21:06,294 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; centrePoint = (53.80482137475108,3.49885,-10.456193596973272)
2018-07-26 21:21:06,303 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; extentToEntity before setPositionByPlaneAndOffsets - True
2018-07-26 21:21:06,313 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; extentToEntity after setPositionByPlaneAndOffsets - True
2018-07-26 21:21:06,322 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; INFO ; hole added to list - (53.80482137475108,3.49885,-10.456193596973272)
2018-07-26 21:21:06,437 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; Processing edge - 205
2018-07-26 21:21:06,450 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; Revalidating face
2018-07-26 21:21:06,460 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; extentToEntity - True
2018-07-26 21:21:06,470 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py.dbutils ; DEBUG ; edge 178 added to adjacent edge list
2018-07-26 21:21:06,480 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py.dbutils ; DEBUG ; edge 179 added to adjacent edge list
2018-07-26 21:21:06,490 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; centrePoint = (53.80482137475108,3.49885,-9.000206403026729)
2018-07-26 21:21:06,500 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; extentToEntity before setPositionByPlaneAndOffsets - True
2018-07-26 21:21:06,509 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; extentToEntity after setPositionByPlaneAndOffsets - True
2018-07-26 21:21:06,519 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; INFO ; hole added to list - (53.80482137475108,3.49885,-9.000206403026729)
2018-07-26 21:21:06,833 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; INFO ; all dogbones complete
-------------------------------------------

ge 179 added to adjacent edge list
2018-07-26 21:21:06,490 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; 855; centrePoint = (53.80482137475108,3.49885,-9.000206403026729)
2018-07-26 21:21:06,500 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; 885; extentToEntity before setPositionByPlaneAndOffsets - True
2018-07-26 21:21:06,509 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; 887; extentToEntity after setPositionByPlaneAndOffsets - True
2018-07-26 21:21:06,519 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; INFO ; 889; hole added to list - (53.80482137475108,3.49885,-9.000206403026729)
2018-07-26 21:21:06,833 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; INFO ; 609; all dogbones complete
-------------------------------------------

